"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","dataConstituicao","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","setorCVM","descricaoAtividade"
"18.328.118/0001-09",2023-01-01,25089,"25089","2508","2013-06-19","Pet Center Comércio e Participações S.A.","Privado",12,"Comércio (Atacado e Varejo)","Importação, exportação e comércio (inclusive via internet e-commerce) de artigos para animais, plantas, flores, sementes hospital veterinário, consultório, clínica veterinária, banho/tosa e hotel."
"18.593.815/0001-97",2023-01-01,24236,"24236","2423","2013-07-12","PRINER SERVIÇOS INDUSTRIAIS S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Prestação de serviços industriais, principalmente nos segmentos petroquímico, óleo e gás, siderurgia, papel e celulose e químico."
"18.483.666/0001-03",2023-01-01,25933,"25933","2593","2013-07-15","Humberg Agribrasil Comércio e Exportação de Grãos S.A.","Privado",12,"Comércio (Atacado e Varejo)","Venda, compra, revenda e distribuição de produtos in natura de origem vegetal (cereais e grãos), a granel ou em contêineres, no/para o mercado interno e externo."
"18.494.485/0001-82",2023-01-01,23523,"23523","2352","2013-07-16","PORTO SUDESTE V.M. S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística","Investimentos no setor de transporte e logística"
"18.903.785/0001-78",2023-01-01,26565,"26565","2656","2013-08-20","HOLDING DO ARAGUAIA S.A.","Privado Holding",12,"Serviços Transporte e Logística","A participação em sociedades de propósito específico, constituídas sob a forma de sociedade por ações, excetuadas instituições financeiras."
"19.133.012/0001-12",2020-01-01,23744,"23744","2374","2013-09-25","RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos oriundos de operações financeiras, nos termos daResolução do Banco Central do Brasil nº 2.686, de 26 de janeiro de 2000, conforme alterada."
"19.014.221/0001-47",2023-01-01,27103,"27103","2710","2013-09-26","China Three Gorges Brasil Energia S.A.","Privado",12,"Energia Elétrica","Holdings de instituições não-financeiras."
"19.276.528/0001-16",2023-01-01,24775,"24775","2477","2013-10-21","BCBF Participações S.A.","Privado",12,"Emp. Adm. Part. - Serviços médicos","Prestação de serviços de assistência à saúde e odontológica."
"19.208.022/0001-70",2023-01-01,23884,"23884","2388","2013-10-28","ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.","Privado",12,"Serviços Transporte e Logística","Exploração da infraestrutura e da prestação do serviço público de recuperação, operação, manutenção, conservação, implantação de melhorias e ampliação de capacidade da rodovia federal BR-050 / GO/MG"
"19.527.586/0001-75",2023-01-01,24155,"24155","2415","2013-10-28","COMPANHIA ENERGÉTICA SINOP S/A","Privado",12,"Energia Elétrica","A Companhia tem como objeto social único e exclusivo a construção, implantação, operação,manutenção e exploração comercial da Usina Hidrelétrica Sinop pelo prazo de concessãoconcedida pela ANEEL."
"19.288.959/0001-00",2015-01-01,23400,"23400","2340","2013-11-01","SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.","Privado",12,"Securitização de Recebíveis","Emissão e colocação, no mercado financeiro e de capitais, de Certificados de Direitos Creditórios do Agronegócio (CDCA) e Certificados de Recebíveis do Agronegócio (CRA), bem como de outros títulos."
"09.347.516/0001-81",2023-01-01,25569,"25569","2556","2013-11-07","ELETROMIDIA S.A.","Privado",12,"Emp. Adm. Part. - Comunicação e Informática","Prestação de serviços de distribuição e comercialização de painés eletrônicos e publicidade."
"19.521.322/0001-04",2023-01-01,23922,"23922","2392","2013-12-27","CONCESSIONÁRIA ROTA DO OESTE S.A.","Privado",12,"Serviços Transporte e Logística",""
"19.511.433/0001-30",2015-01-01,23361,"23361","2336","2014-01-02","SPE AKRO Securitizadora S.A.","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos imobiliários"
"19.642.306/0001-70",2023-01-01,23833,"23833","2383","2014-01-21","CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística","Concessão de Rodovias."
"19.851.496/0001-35",2022-01-01,23477,"23477","2347","2014-01-28","LOGOS COMPANHIA SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis","Securitização de recebíveis, que comporta aquisição, securitização, emissão, negociação e prestação de serviços relacionados a créditos imobiliários e de agronegócios passíveis de securitização."
"20.445.827/0001-16",2017-01-01,23752,"23752","2375","2014-01-31","SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade de securitização."
"19.726.048/0001-00",2023-01-01,23892,"23892","2389","2014-01-31","CONCESSIONÁRIA BR-040 S.A.","Privado Holding",12,"Serviços Transporte e Logística","Exploração do pedágio, operação, manutenção e exploração dos trechos rodoviários da BR-040/DF/GO/MG."
"19.853.511/0001-84",2021-01-01,24384,"24384","2438","2014-02-18","Notre Dame Intermédica Participações S.A.","Privado",12,"Emp. Adm. Part. - Serviços médicos","Prestação de serviços de assistência à saúde e odontológica."
"19.796.586/0001-70",2023-01-01,26085,"26085","2608","2014-02-19","BRISANET PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Telecomunicações","Participação em sociedades cujas atividades estejam relacionadas a serviços de telecomunicações e tecnologia"
"20.451.953/0001-83",2023-01-01,23760,"23760","2376","2014-03-27","BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A","Privado",12,"Securitização de Recebíveis","Securitizadora de Créditos"
"20.247.322/0001-47",2023-01-01,25330,"25330","2533","2014-04-10","ALLIED TECNOLOGIA S.A.","Privado",12,"Comércio (Atacado e Varejo)","Desenvolvimento e licenciamento de plataformas digitais para comercialização de serviços de tecnologia, além de soluções logísticas e de distribuição de produtos."
"20.258.278/0001-70",2023-01-01,23507,"23507","2350","2014-04-10","OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","Privado",12,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","Participação em outras sociedades que execerçam atividades de desenvolvimento, fabricação e comercialização de produtos destinados ao setor de saúde animal."
"20.646.442/0001-17",2020-01-01,24040,"24040","2404","2014-05-15","GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.","Privado",12,"Securitização de Recebíveis","Aquisição, securitização, emissão e colocação de ativos financeiros."
"20.512.706/0001-40",2023-01-01,27057,"27057","2705","2014-06-26","VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.","Privado",12,"Educação","A Companhia atua na participação no capital de outras sociedades, no desenvolvimento de atividades relacionadas à educação na realização de congressos educacionais e na comercialização de livros."
"20.514.555/0001-69",2023-01-01,26670,"26670","2667","2014-06-27","Argo VI Transmissão de Energia S.A.","Privado Holding",12,"Energia Elétrica","Transmissão de energia elétrica"
"20.514.590/0001-88",2023-01-01,26662,"26662","2666","2014-06-27","Argo V Transmissão de Energia S.A.","Privado Holding",12,"Energia Elétrica","Transmissão de energia elétrica"
"20.553.221/0001-02",2021-01-01,26573,"26573","2657","2014-07-02","TROCAFONE S.A.","Privado",12,"Comércio (Atacado e Varejo)","A Companhia atua na compra e venda de aparelhos eletrônicos novos e seminovos, através de canais próprios e de terceiros."
"21.110.778/0001-23",2023-01-01,26417,"26417","2641","2014-09-03","OLIVEIRA TRUST S.A.","Privado",12,"Intermediação Financeira","Participação em sociedades empresariais e não empresariais que desenvolvam atividades fins ou de suporte relacionadas a serviços fiduciários ou correlatas."
"21.331.849/0001-18",2022-01-01,26972,"26972","2697","2014-09-26","Credgrid Serviços Financeiros S.A.","Privado",12,"Emp. Adm. Part. - Intermediação Financeira",""
"21.314.559/0001-66",2023-01-01,23825,"23825","2382","2014-10-01","MOVIDA PARTICIPACOES SA","Privado Holding",12,"Serviços Transporte e Logística","Aluguel de carros e gestão de frotas"
"21.262.638/0001-70",2022-01-01,23701,"23701","2370","2014-10-02","ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem por objeto social a participação, como sócia, sócia-quotista ou acionista, no capital de outras sociedades empresárias, no país e no exterior, qualquer que seja o objeto social."
"21.240.146/0001-84",2023-01-01,25658,"25658","2565","2014-10-02","Agrogalaxy Participações S.A.","Privado",12,"Comércio (Atacado e Varejo)","Comércio de insumos agrícolas (fertilizantes, defensivos biológicos, inoculantes e sementes) e de grãos"
"21.414.457/0001-12",2023-01-01,23558,"23558","2355","2014-10-15","LEADS CIA. SECURITIZADORA","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e doagronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"21.610.416/0001-00",2022-01-01,23566,"23566","2356","2014-10-29","FORTUNATO SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e doagronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"21.389.501/0001-81",2023-01-01,25127,"25127","2512","2014-11-12","Compass Gás e Energia S.A.","Privado",12,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás","Holding de empresas do setor de gás combustível ou de subprodutos e derivados, bem como de água e energia elétrica."
"21.903.297/0001-75",2019-01-01,23876,"23876","2387","2014-12-15","GPR - PINHEIRO & RINALDO CAPITAL S/A","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"21.987.041/0001-93",2016-01-01,23663,"23663","2366","2014-12-29","FOXFIELD PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades, como sócia ou acionista, ou em consórcio, no País ou no exterior."
"21.987.053/0001-18",2016-01-01,23655,"23655","2365","2014-12-29","FOURSTONES PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades, como sócia ou acionista, ou em consórcio, no País ou no exterior."
"21.987.068/0001-86",2016-01-01,23647,"23647","2364","2014-12-29","FRIESTON PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades, como sócia ou acionista, ou em consórcio, no País ou no exterior."
"21.987.030/0001-03",2019-01-01,23639,"23639","2363","2014-12-29","FINSBURY PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Emp. Adm. Part. - Sem Setor Principal",""
"21.728.500/0001-14",2019-01-01,24163,"24163","2416","2015-01-08","PACIFIC RDSL PARTICIPAÇÕES S.A.","Privado Holding",3,"Emp. Adm. Part. - Sem Setor Principal","Holdings de Intituições não-financeiras"
"21.728.083/0001-00",2023-01-01,26654,"26654","2665","2015-01-22","Argo VII Transmissão de Energia S.A.","Privado Holding",12,"Energia Elétrica","Transmissão de energia elétrica"
"22.131.736/0001-31",2016-01-01,23787,"23787","2378","2015-01-26","RR Casa de Investimentos e Participações S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação em outras sociedades, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista."
"21.976.484/0001-89",2022-01-01,24538,"24538","2453","2015-02-02","RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","Privado",12,"Securitização de Recebíveis","Aquisição, securitização, emissão e colocação de ativos financeiros."
"21.948.105/0001-47",2023-01-01,23850,"23850","2385","2015-02-02","BTGI QUARTZO PARTICIPAÇÕES S/A","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participações em outras socidades, simples ou empresárias, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista."
"21.976.510/0001-79",2023-01-01,23841,"23841","2384","2015-02-02","BTGI SAFIRA PARTICIPAÇÕES S/A","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Participação em outras sociedades, simples ou empresárias, nacionais ou estrangeiras, na qualidade sócia, acionista ou quotista"
"22.163.297/0001-49",2023-01-01,24139,"24139","2413","2015-03-24","CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE","Privado",12,"Serviços Transporte e Logística","Concessão e Exploração de Rodovias"
"22.495.265/0001-40",2022-01-01,23698,"23698","2369","2015-04-15","SENECA COMPANHIA SECURITIZADORA","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"22.543.331/0001-00",2023-01-01,23795,"23795","2379","2015-05-21","CAIXA SEGURIDADE PARTICIPAÇÕES S.A.","Estatal",12,"Emp. Adm. Part. - Seguradoras e Corretoras","Participar, direta ou indiretamente, do capital de outras sociedades relacionadas a seguridade e corretagem de seguros."
"23.096.269/0001-19",2023-01-01,25623,"25623","2562","2015-06-26","Rio Parana Energia S.A.","Privado",12,"Energia Elétrica","Geração, distribuição, transmissão e a comercialização de energia elétrica."
"22.983.283/0001-71",2020-01-01,23949,"23949","2394","2015-06-30","COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO","Estatal",12,"Securitização de Recebíveis","Aquisição de direitos creditórios e estruturação e implementação de operações que envolvam a emissão de valores mobiliários, tais como debêntures, de emissão pública ou privada."
"23.043.212/0001-51",2018-01-01,23914,"23914","2391","2015-07-16","COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC","Estatal",12,"Securitização de Recebíveis","Estruturação e implementação de operações que envolvam a emissão e distribuição de valores mobiliários ou outra forma de obtenção de recursos junto ao mercado de capitais."
"22.902.694/0001-95",2022-01-01,26794,"26794","2679","2015-07-22","Self It Academias Holding S.A.","Privado",12,"Emp. Adm. Part. - Brinquedos e Lazer","Atividades de Condicionamento Físico. Holdings de Instituições Não-Financeiras. Comércio Varejista de Artigos Esportivos. Gestão de Ativos Intangíveis Não Financeiros."
"23.373.000/0001-32",2023-01-01,24716,"24716","2471","2015-09-21","VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística","Locação de caminhões, máquinas e equipamentos pesados e a prestação de serviços de manutenção de frota, tanto preventiva, quanto corretiva."
"23.438.929/0001-00",2023-01-01,25194,"25194","2519","2015-10-08","TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Telecomunicações","Participação em outras sociedades, como sócia ou acionista, no país ou no exterior."
"23.864.409/0001-51",2022-01-01,26689,"26689","2668","2015-12-18","HOLDING VERZANI E SANDRINI S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","(a) a administração de bens próprios ou de terceiros (b) a compra e venda de imóveis próprios e (c) a participação em outras sociedades nacionais ou estrangeiras, como sócia ou acionistas."
"24.170.211/0001-30",2018-01-01,24503,"24503","2450","2016-01-13","AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Part. em outras sociedades, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista cujo objeto inclua atividades relacionadas ao setor de energia elétrica e serviços correlatos."
"24.230.275/0001-80",2023-01-01,25070,"25070","2507","2016-01-13","Plano & Plano Desenvolvimento Imobiliário S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","(i) incorporação, construção e comercialização de empreendimentos imobiliários (ii) locação de imóveis próprios (iii) administração de carteira de recebíveis de financiamentos, empréstimos imobiliár"
"24.396.489/0001-20",2023-01-01,24830,"24830","2483","2016-01-28","BRK AMBIENTAL PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás","Explorar e participar de sociades que explorem serviços públicos de abastecimento de água potável e esgotamento sanitário."
"24.241.659/0001-06",2021-01-01,24309,"24309","2430","2016-02-23","VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A","Privado",12,"Construção Civil, Mat. Constr. e Decoração",""
"24.410.913/0001-44",2023-01-01,80209,"80209","8020","2016-02-26","NU HOLDINGS LTD.","Estrangeiro Holding",12,"Bancos","Holding de instituições financeiras"
"24.955.657/0001-70",2017-01-01,24031,"24031","2403","2016-03-21","TRIUNFO SECURITIZADORA DE ATIVOS S/A","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade de securitização"
"24.717.074/0001-01",2017-01-01,24023,"24023","2402","2016-03-23","TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S/A","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócio emissão de valores mobiliários prestação de serviços relacionados a atividade de securitização."
"24.624.490/0001-65",2023-01-01,24210,"24210","2421","2016-03-23","ARGO TRANSMISSÃO DE ENERGIA S/A","Privado",12,"Energia Elétrica","Implementação, operação e manutenção de linhas de transmissão de energia elétrica."
"24.624.551/0001-94",2023-01-01,24120,"24120","2412","2016-03-23","ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Holdings de instituições não-financeiras."
"24.921.465/0001-43",2023-01-01,26204,"26204","2620","2016-04-05","BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.","Privado",12,"Brinquedos e Lazer","Atividades de condicionamento físico"
"24.744.012/0001-99",2017-01-01,24007,"24007","2400","2016-04-15","ZH OPERAÇÕES S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem por objeto social a captação de recursos por meio da emissão de títulos e/ou valores mobiliários com o propósito de implantação de projeto de expansão da rede de lojas do Grupo Setah."
"24.990.777/0001-09",2023-01-01,25186,"25186","2518","2016-05-02","GRUPO MATEUS S.A.","Privado",12,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","Holdings de instituições não financeiras, participação no capital de outras sociedades, na condição de acionista, sócia ou quotista, em caráter permanente ou temporário, como controladora ou coligada."
"25.005.683/0001-09",2021-01-01,23990,"23990","2399","2016-05-24","VERT COMPANHIA SECURITIZADORA","Privado",12,"Securitização de Recebíveis","a aquisição e securitização de quaisquer direitos creditórios do agronegócio e de títulos e valores mobiliários lastreados em direitos de crédito do agronegócio e direitos de crédito imobiliários"
"25.249.439/0001-83",2023-01-01,25771,"25771","2577","2016-06-20","Hospital Care Caledonia S.A.","Privado",12,"Serviços médicos","Atividades de consultoria em gestão empresarial e serviços combinados de escritório e apoio administrativo."
"26.072.786/0001-46",2023-01-01,26816,"26816","2681","2016-07-07","Qestra Tecnologia Administração E Participações S.A.","Privado",12,"Emp. Adm. Part. - Comunicação e Informática","Participação em outras sociedades, nacionais ou estrangeiras, que atuem no setor de tecnologia ou que desenvolvam atividades afins, complementares ou de apoio às desenvolvidas pela Companhia."
"25.369.840/0001-57",2023-01-01,26280,"26280","2628","2016-07-15","COMERC PARTICIPAÇÕES S.A.","Privado",12,"Energia Elétrica","Partic. em outras soc., nacionais ou estrangeiras, que atuem no setor de energia ou infraestrutura ou que desenvolvam ativ. afins, complem. ou de apoio às desenv. pela Cia. ou suas subsidiárias."
"26.173.550/0001-04",2018-01-01,24198,"24198","2419","2016-09-15","LGT HUB PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","A companhia pretende exercer atividade de participação e administração em empresas da area da construção civil."
"26.345.998/0001-50",2023-01-01,26077,"26077","2607","2016-09-15","TC S.A.","Privado",12,"Comunicação e Informática","Desenvolvimento e gestão de plataformas para oferecer produtos e serviços para o mercado financeiro."
"26.735.020/0001-02",2022-01-01,25488,"25488","2548","2016-09-22","Focus Energia Holding Participações S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica",""
"26.462.693/0001-28",2023-01-01,25062,"25062","2506","2016-09-28","Lavvi Empreendimentos Imobiliários S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Incorporadora Imobiliária"
"26.664.057/0001-89",2023-01-01,24341,"24341","2434","2016-10-04","ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.","Privado",12,"Serviços Transporte e Logística","Concessão Rodoviária"
"26.609.050/0001-64",2023-01-01,24082,"24082","2408","2016-10-27","Travessia Securitizadora S.A.","Privado",12,"Securitização de Recebíveis","Securitização e distribuição de créditos, recebíveis imobiliários e recebíveis do setor de agronegócio"
"26.845.702/0001-60",2023-01-01,24457,"24457","2445","2016-11-17","Equatorial Transmissora 7 SPE S.A.","Privado",12,"Energia Elétrica","Explorar e operar a concessão de serviço público de transmissão de energia elétrica para construção, montagem e manutenção de instalações de transmissão."
"26.643.756/0001-42",2018-01-01,24449,"24449","2444","2016-12-01","Usinagem Edlyn Participações S.A.","Privado",12,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças","Participação em outras sociedades, especialmente naquelas que atuem no desenvolvimento, comercialização e execução de serviços de usinagem e e ferramentaria em produtos metálicos e não metálicos."
"26.659.061/0001-59",2023-01-01,25445,"25445","2544","2016-12-05","MPM Corpóreos S.A.","Privado",12,"Serviços médicos","Participação como sócia de sociedades empresárias que desenvolvam atividades de depilação, estética facial, capilar e corporal e a comercialização de produtos cosméticos e de cuidados corporais."
"26.982.634/0001-80",2023-01-01,27197,"27197","2719","2016-12-26","Turbi Compartilhamento de Veículos S.A.","Privado",12,"Serviços Transporte e Logística","Compartilhamento e aluguel de automóveis sem condutor Intermediação na venda de veículos automotores Comércio a varejo de peças e acessórios usados para veículos automotores"
"27.092.587/0001-62",2018-01-01,24325,"24325","2432","2017-01-17","EDAFO SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de quaisquer direitos creditórios do agronegócio e imobiliários e de títulos e valores mobiliários lastreados em direitos de crédito do agronegócio e imobiliários"
"27.137.879/0001-74",2023-01-01,24147,"24147","2414","2017-02-03","CIA SEC CRED FIN CARTÕES CONSIG BMG","Privado",12,"Securitização de Recebíveis",""
"27.157.474/0001-06",2023-01-01,25615,"25615","2561","2017-02-21","ÁGUAS DE TERESINA SANEAMENTO SPE S.A.","Privado",12,"Saneamento, Serv. Água e Gás","Serviços públicos de abastecimento de água potável e esgotamento sanitário no Município de Teresina/PI."
"27.956.690/0001-03",2023-01-01,24333,"24333","2433","2017-04-07","AUZZA SECURITIZADORA S. A.","Privado Holding",12,"Securitização de Recebíveis","Aquisição e securitização de recebíveis imobiliários, do agronegócio e financeiros."
"28.201.130/0001-01",2023-01-01,24589,"24589","2458","2017-05-09","Energisa Transmissão de Energia S/A","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação no capital de sociedades, na qualidade de sócia, quotista ou acionista, em especial naquelas que tenham como objetivo principal a exploração de serviço de transmissão de energia elétrica."
"28.442.718/0001-57",2022-01-01,24368,"24368","2436","2017-05-30","RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS","Privado",12,"Securitização de Recebíveis","Securitização de Créditos Financeiros."
"27.967.244/0001-02",2023-01-01,24481,"24481","2448","2017-06-02","Equatorial Transmissora 8 SPE S.A.","Privado",12,"Energia Elétrica","Explorar e operar a concessão de serviço público de transmissão de energia elétrica para a construção, montagem, operação e manutenção de instalações de transmissão"
"28.019.100/0001-89",2023-01-01,25607,"25607","2560","2017-06-22","VIAPAULISTA S.A.","Privado",12,"Serviços Transporte e Logística","Concessionárias de rodovias, pontes, túneis e serviços relacionados"
"28.594.234/0001-23",2023-01-01,26620,"26620","2662","2017-08-01","Auren Energia S.A.","Privado",12,"Energia Elétrica","Participação em empresas de geração, transmissão e comercialização de energia elétrica e a prestação de serviços correlatos."
"29.088.092/0001-95",2022-01-01,24686,"24686","2468","2017-09-01","ROMAXIS SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis",""
"28.925.264/0001-75",2023-01-01,24422,"24422","2442","2017-10-09","COMPANHIA ENERGÉTICA JAGUARA","Privado",12,"Energia Elétrica","A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Hidrelétrica Jaguara."
"28.942.127/0001-49",2023-01-01,24430,"24430","2443","2017-10-09","COMPANHIA ENERGÉTICA MIRANDA","Privado",12,"Energia Elétrica","A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Hidrelétrica Miranda."
"30.545.324/0001-76",2022-01-01,25216,"25216","2521","2017-12-05","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG","Privado",12,"Securitização de Recebíveis","Trata-se de uma Companhia Securitizadora de Créditos financeiros"
"30.702.767/0001-23",2020-01-01,24635,"24635","2463","2018-01-02","RHC SECURITIZADORA DE CRÉDITOS S/A","Privado",12,"Securitização de Recebíveis","Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e doagronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"29.894.663/0001-89",2022-01-01,24899,"24899","2489","2018-01-19","CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos exclusivamente oriundos de operações praticadas por bancos múltiplos, bancos comerciais, bancos de investimentos, créditos imobiliários,financiamento, etc"
"29.845.329/0001-35",2020-01-01,24570,"24570","2457","2018-02-02","Copisec Securitizadora de Créditos Financeiros S.A.","Privado",12,"Securitização de Recebíveis","SECURITIZAÇÃO DE DIREITOS CREDITÓRIOS COMERCIAIS, INDUSTRIAIS, IMOBILIÁRIOS E DO AGRONEGÓCIO. EMISSÃO DE VALORES MOBILIÁRIOS. PRESTAÇÃO DE SERVIÇOS RELACIONADOS À ATIVIDADE DE SECURITIZAÇÃO."
"30.213.493/0001-09",2023-01-01,25844,"25844","2584","2018-02-15","TEGRA INCORPORADORA S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","A Companhia tem como foco de suas atividades a incorporação e construção de empreendimentos residenciais de médio e alto padrão."
"29.884.545/0001-90",2023-01-01,27456,"27456","2745","2018-02-20","EcoRioMinas Concessionária de Rodovias S.A.","Privado",12,"Serviços Transporte e Logística","Descrição da AtividadeA realização, sob regime de concessão, da exploração da infraestrutura e da prestação de serviços públicos, conforme Edital de Concessão nº 01/2022 da Agência Nacional de Transp"
"30.219.233/0001-40",2022-01-01,24511,"24511","2451","2018-04-04","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL","Privado",12,"Securitização de Recebíveis","A aquisição e a securitização de créd. financeiros oriundos de opera. ativas vinculadas a empréstimos originados por meio de plataforma eletrônica, enquadradas nos termos da Res. CMN n° 2.686/00."
"30.418.658/0001-89",2022-01-01,24520,"24520","2452","2018-04-05","COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créd. financeiros de opera. de empréstimos originados pela Nexoos do Brasil Tecnologia e Serviços Ltda. e grupo economico, enquadradas nos termos da Res. CMN nº 2.686/00."
"30.311.067/0001-08",2019-01-01,24619,"24619","2461","2018-04-09","ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS","Privado",12,"Securitização de Recebíveis",""
"30.788.149/0001-48",2022-01-01,24562,"24562","2456","2018-05-25","GUARDIAN COMPANHIA SECURITIZADORA","Privado",12,"Securitização de Recebíveis",""
"27.743.642/0002-18",2023-01-01,27340,"27340","2734","2018-06-12","Construtora Metrocasa S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Construção civil."
