"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","codB3","setorCVM","dataConstituicao","dataSituacaoRegistroCVM","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","descricaoAtividade"
"14.110.585/0001-07",2023-01-01,"25232","25232","2523","CASH","Comunicação e Informática","2011-08-11","2020-11-03","MÉLIUZ S.A.","Privado",12,"Portal virtual para veiculação e divulgação de marcas, produtos e outros materiais, locação de espaço publicitário, intermediação de negócios, licenciamento de softwares e participação em sociedades."
"14.206.371/0001-39",2018-01-01,"23205","23205","2320",NA,"Máquinas, Equipamentos, Veículos e Peças","2011-08-16","2013-09-20","BR TOWERS SPE1 S.A","Privado",12,"Locação, comercialização e construção de equipamentos para exploração de serviços de telecomunicações por terceiros."
"19.688.956/0001-56",2020-01-01,"80179","80179","8017","GBIO","Emp. Adm. Part. - Farmacêutico e Higiene","2011-08-16","2017-07-21","BIOTOSCANA INVESTMENTS S.A.","Estrangeiro Holding",12,""
"14.292.540/0001-09",2023-01-01,"27316","27316","2731",NA,"Telecomunicações","2011-08-22","2023-09-04","Brazil Tower, Cessão de Infra-Estruturas S.A","Privado Holding",12,"Cessão de espaço em infraestruturas a terceiros para instalação de transmissores de telecomunicações aquisição, locação ou arrendamento de imóveis para as infraestruturas."
"15.114.494/0001-02",2023-01-01,"27260","27260","2726",NA,"Serviços Transporte e Logística","2011-11-17","2023-08-09","Corredor Logística e Infraestrutura S.A.","Privado",12,"Exploração de terminal portuário."
"14.785.152/0001-51",2023-01-01,"25402","25402","2540","HBRE","Construção Civil, Mat. Constr. e Decoração","2011-12-02","2020-12-18","HBR Realty Empreendimentos Imobiliários S.A.","Privado",12,"Deter patrimônio constituído por bens imóveis e direitos a eles relativos administrar bens imóveis próprios e de terceiros e participar, como sócia ou acionista, em outras sociedades."
"13.270.520/0001-66",2023-01-01,"25879","25879","2587","KRSA","Serviços médicos","2011-12-08","2021-05-13","Kora Saúde Participações S.A.","Privado",12,"Prestação de serviços de atenção à saúde humana, limpeza, planos de saúde, bem como outras atividades secundárias de aluguel de imóveis e holding de instituições não financeiras"
"15.229.110/0001-05",2022-01-01,"23353","23353","2335",NA,"Securitização de Recebíveis","2011-12-12","2022-06-01","CAPITALE SECURITIZADORA DE CRÉDITO S/A","Privado",12,"Aquisição, securitização, cessão reaquisição de quaisquer direitos créditorios emissão e colocação de titulos e valores mobiliarios prestação de serviços compativeis com suas atividades."
"15.090.690/0001-94",2023-01-01,"26638","26638","2663",NA,"Serviços Transporte e Logística","2011-12-13","2022-03-15","CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.","Privado",12,"A realização, sob regime de concessão, da exploração da infraestrutura e da prestação de serviços públicos, conforme Edital de Concessão 01/2021 da Agência Nacional de Transportes Terrestres (ANTT)."
"14.962.356/0001-10",2019-01-01,"22853","22853","2285",NA,"Emp. Adm. Part. - Sem Setor Principal","2011-12-16","2016-04-14","FRIGOL FOODS PARTICIPAÇÕES S.A.","Privado",12,"Participação em outras sociedades como sócia ou acionista."
"15.011.696/0001-29",2017-01-01,"23973","23973","2397",NA,"Securitização de Recebíveis","2012-02-07","2016-08-08","AVAL SECURITIZADORA DE CREDITOS S.A.","Privado",12,"Securitização de quaisquer direitos creditórios emissão e colocação de títulos e valoresmobiliários"
"15.463.423/0001-15",2014-01-01,"23299","23299","2329","MLPP","Emp. Adm. Part. - Telecomunicações","2012-03-02","2013-11-22","JP Participações S.A.","Privado Holding",12,""
"15.484.093/0001-44",2023-01-01,"23582","23582","2358",NA,"Serviços Transporte e Logística","2012-03-22","2015-04-10","ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.","Privado",12,"Concessão e Exploração de Rodovias"
"16.103.773/0001-33",2015-01-01,"23116","23116","2311",NA,"Emp. Adm. Part. - Intermediação Financeira","2012-03-27","2013-03-26","FINPAR PARTICIPAÇÕES S/A","Privado Holding",12,""
"15.494.541/0001-90",2023-01-01,"23540","23540","2354",NA,"Construção Civil, Mat. Constr. e Decoração","2012-03-27","2015-01-05","SALUS INFRAESTRUTURA PORTUARIA SA","Privado",12,"Infraestrutura Portuária"
"15.483.430/0001-89",2015-01-01,"23108","23108","2310",NA,"Emp. Adm. Part. - Sem Setor Principal","2012-04-02","2013-03-22","BPMB I Participações S.A.","Privado Holding",12,"A Companhia tem por objeto social a participação em outras Sociedades, como sócia ou acionista, no país ou no exterior (holding)."
"15.377.572/0001-61",2022-01-01,"23906","23906","2390",NA,"Securitização de Recebíveis","2012-04-11","2021-11-03","NASA SECURITIZADORA S.A.","Privado",12,"Securitização de recebíveis"
"15.688.041/0001-90",2023-01-01,"22861","22861","2286",NA,"Securitização de Recebíveis","2012-04-13","2012-07-23","MBK SECURITIZADORA SA","Privado",12,""
"15.440.708/0001-30",2023-01-01,"27405","27405","2740",NA,"Emp. Adm. Part. - Serviços Transporte e Logística","2012-04-20","","Concessionária ViaRio S.A.","Privado",12,"Prestadora de serviços de implantação, operação, manutenção, monitoração, conservação e realização de melhorias da Ligação Transolímpica, por meio de concessões de rodovias, pontes, túneis e serviços."
"17.346.997/0001-39",2020-01-01,"23485","23485","2348","RLOG","Serviços Transporte e Logística","2012-04-23","2014-09-11","COSAN LOGISTICA S.A.","Privado Holding",12,"Administração, direta ou indireta, de participações societárias em empresas do setor de infraestrutura."
"15.578.569/0001-06",2023-01-01,"23515","23515","2351",NA,"Serviços Transporte e Logística","2012-05-08","2014-10-24","CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","Privado",12,"Concessão Aeroportuária"
"16.811.931/0001-00",2023-01-01,"25275","25275","2527","AVLL","Construção Civil, Mat. Constr. e Decoração","2012-05-15","2020-11-05","ALPHAVILLE S.A.","Privado",12,"Holding controladora de empresas que atuam no setor de urbanismo e desenvolvimento de empreendimentos imobiliários."
"15.914.972/0001-69",2016-01-01,"22950","22950","2295",NA,"Securitização de Recebíveis","2012-05-23","2015-02-20","AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.","Privado",12,"Aquisição e securitização de créditos imobiliários e/ou do agronegócio."
"15.675.715/0001-11",2022-01-01,"25313","25313","2531",NA,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2012-05-28","2022-06-21","Housi S.A.","Privado",12,"A Companhia dedica-se à atividades de desenvolvimento imobiliário, gestão patrimonial e incorporação imobiliária."
"15.912.764/0001-20",2017-01-01,"23140","23140","2314",NA,"Comércio (Atacado e Varejo)","2012-06-10","2013-04-25","SMILES S.A.","Privado",12,"Programa de milhagem para fidelizar os clientes, próprio ou de terceiros. Acúmulo de Milhas pela compra de passagens aéreas uso de cartão de crédito, hotéis, locadoras de veículos e restaurantes."
"16.922.038/0001-51",2023-01-01,"25259","25259","2525","ENJU","Comércio (Atacado e Varejo)","2012-08-01","2020-11-05","ENJOEI S.A.","Privado",12,"Plataforma digital de compra e venda de para produtos usados, por meio da criação de lojas virtuais pelos próprios usuários"
"16.838.421/0001-26",2023-01-01,"27111","27111","2711",NA,"Emp. Adm. Part. - Sem Setor Principal","2012-08-10","2023-02-28","XP Investimentos S.A.","Privado",12,"Sociedade detentora de participação em Corretoras de Títulos, Câmbio e Valores Mobiliários,Instituições Financeiras, Seguradoras e outras sociedades."
"17.234.244/0001-31",2023-01-01,"23370","23370","2337",NA,"Serviços Transporte e Logística","2012-10-29","2014-04-25","FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.","Privado",12,"Transporte Ferroviário de Cargas."
"14.776.142/0001-50",2023-01-01,"25518","25518","2551","WEST","Comércio (Atacado e Varejo)","2012-12-12","2021-02-09","WESTWING COMÉRCIO VAREJISTA S.A.","Privado",12,"Comércio físico e digital varejista de móveis e artigos domésticos em geral, vestuário e bens e acessórios de uso pessoal serviços de design de interiores e arquitetura."
"17.344.597/0001-94",2023-01-01,"23159","23159","2315","BBSE","Emp. Adm. Part. - Seguradoras e Corretoras","2012-12-20","2013-04-25","BB SEGURIDADE PARTICIPAÇÕES S.A.","Estatal",12,"Participação no capital social de outras sociedades que realizem quaisquer atividades reguladas pela SUSEP e ANS, além de corretagem desses produtos."
"17.568.683/0001-80",2017-01-01,"23337","23337","2333",NA,"Securitização de Recebíveis","2013-01-09","2014-01-16","ISEC BRASIL SECURITIZADORA S/A","Privado",12,"(i) a aquisição e securitização de créditos imobiliários e de títulos e valores mobiliários (ii) a emissão e colocação, no mercado financeiro, de Certificados de Recebíveis Imobiliários (CRI's)."
"17.632.564/0001-40",2014-01-01,"23256","23256","2325",NA,"Securitização de Recebíveis","2013-01-28","2013-10-25","Consult Securitizadora S/A","Privado",12,"Securitização de recebíveis, que comporta aquisição, securitização, emissão, negociação e prestação de serviços relacionados a créditos imobiliários e de agronegócios passíveis de securitização."
"18.572.225/0001-88",2023-01-01,"23868","23868","2386",NA,"Serviços Transporte e Logística","2013-01-30","2016-02-19","CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL","Privado",12,"52.21-4-00 - Concessionárias de rodovias, pontes, túneis e serviços relacionados"
"17.943.792/0001-30",2023-01-01,"26336","26336","2633",NA,"Construção Civil, Mat. Constr. e Decoração","2013-04-16","2021-11-12","FULWOOD S.A.","Privado",12,"Administração, gestão comercialização e locação de imóveis atividades de consultoria e assessoria imobiliária, financeira e administrativa, e participação em outras sociedades."
"03.494.776/0001-01",2023-01-01,"26476","26476","2647",NA,"Emp. Adm. Part. - Têxtil e Vestuário","2013-05-06","2021-12-14","AMMO VAREJO S.A.","Privado",12,"Descrição da Atividade: Comércio de: (i) de cama, mesa e banho (ii) móveis e artigos domésticos em geral (iii) cosméticos, produtos de perfumaria e de higiene pessoal."
"18.174.270/0001-84",2023-01-01,"25836","25836","2583","DOTZ","Comunicação e Informática","2013-05-14","2021-05-12","Dotz S.A.","Privado Holding",12,"desenvolvimento e gerenciamento de programa de fidelização de clientes em razão do consumo de bens e serviços oferecidos por parceiros comercialização de direitos de resgate e prêmios."
"18.328.118/0001-09",2023-01-01,"25089","25089","2508","PETZ","Comércio (Atacado e Varejo)","2013-06-19","2020-09-09","Pet Center Comércio e Participações S.A.","Privado",12,"Importação, exportação e comércio (inclusive via internet e-commerce) de artigos para animais, plantas, flores, sementes hospital veterinário, consultório, clínica veterinária, banho/tosa e hotel."
"18.593.815/0001-97",2023-01-01,"24236","24236","2423","PRNR","Construção Civil, Mat. Constr. e Decoração","2013-07-12","2017-10-02","PRINER SERVIÇOS INDUSTRIAIS S.A.","Privado",12,"Prestação de serviços industriais, principalmente nos segmentos petroquímico, óleo e gás, siderurgia, papel e celulose e químico."
"18.483.666/0001-03",2023-01-01,"25933","25933","2593","GRAO","Comércio (Atacado e Varejo)","2013-07-15","2021-06-10","Humberg Agribrasil Comércio e Exportação de Grãos S.A.","Privado",12,"Venda, compra, revenda e distribuição de produtos in natura de origem vegetal (cereais e grãos), a granel ou em contêineres, no/para o mercado interno e externo."
"18.494.485/0001-82",2023-01-01,"23523","23523","2352","PSVM","Emp. Adm. Part. - Serviços Transporte e Logística","2013-07-16","2014-11-11","PORTO SUDESTE V.M. S.A.","Privado",12,"Investimentos no setor de transporte e logística"
"18.903.785/0001-78",2023-01-01,"26565","26565","2656",NA,"Serviços Transporte e Logística","2013-08-20","2021-12-23","HOLDING DO ARAGUAIA S.A.","Privado Holding",12,"A participação em sociedades de propósito específico, constituídas sob a forma de sociedade por ações, excetuadas instituições financeiras."
"19.133.012/0001-12",2020-01-01,"23744","23744","2374",NA,"Securitização de Recebíveis","2013-09-25","2015-10-22","RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","Privado",12,"Aquisição e securitização de créditos oriundos de operações financeiras, nos termos daResolução do Banco Central do Brasil nº 2.686, de 26 de janeiro de 2000, conforme alterada."
"19.014.221/0001-47",2023-01-01,"27103","27103","2710",NA,"Energia Elétrica","2013-09-26","2023-02-23","China Three Gorges Brasil Energia S.A.","Privado",12,"Holdings de instituições não-financeiras."
"19.276.528/0001-16",2023-01-01,"24775","24775","2477",NA,"Emp. Adm. Part. - Serviços médicos","2013-10-21","2019-09-16","BCBF Participações S.A.","Privado",12,"Prestação de serviços de assistência à saúde e odontológica."
"19.208.022/0001-70",2023-01-01,"23884","23884","2388",NA,"Serviços Transporte e Logística","2013-10-28","2016-03-02","ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.","Privado",12,"Exploração da infraestrutura e da prestação do serviço público de recuperação, operação, manutenção, conservação, implantação de melhorias e ampliação de capacidade da rodovia federal BR-050 / GO/MG"
"19.527.586/0001-75",2023-01-01,"24155","24155","2415",NA,"Energia Elétrica","2013-10-28","2017-06-22","COMPANHIA ENERGÉTICA SINOP S/A","Privado",12,"A Companhia tem como objeto social único e exclusivo a construção, implantação, operação,manutenção e exploração comercial da Usina Hidrelétrica Sinop pelo prazo de concessãoconcedida pela ANEEL."
"19.288.959/0001-00",2015-01-01,"23400","23400","2340",NA,"Securitização de Recebíveis","2013-11-01","2014-05-27","SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.","Privado",12,"Emissão e colocação, no mercado financeiro e de capitais, de Certificados de Direitos Creditórios do Agronegócio (CDCA) e Certificados de Recebíveis do Agronegócio (CRA), bem como de outros títulos."
"09.347.516/0001-81",2023-01-01,"25569","25569","2556","ELMD","Emp. Adm. Part. - Comunicação e Informática","2013-11-07","2021-02-11","ELETROMIDIA S.A.","Privado",12,"Prestação de serviços de distribuição e comercialização de painés eletrônicos e publicidade."
"19.521.322/0001-04",2023-01-01,"23922","23922","2392",NA,"Serviços Transporte e Logística","2013-12-27","2016-06-07","CONCESSIONÁRIA ROTA DO OESTE S.A.","Privado",12,""
"19.511.433/0001-30",2015-01-01,"23361","23361","2336",NA,"Securitização de Recebíveis","2014-01-02","2014-03-26","SPE AKRO Securitizadora S.A.","Privado",12,"Aquisição e securitização de créditos imobiliários"
"19.642.306/0001-70",2023-01-01,"23833","23833","2383",NA,"Emp. Adm. Part. - Serviços Transporte e Logística","2014-01-21","2016-02-03","CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.","Privado",12,"Concessão de Rodovias."
"19.851.496/0001-35",2022-01-01,"23477","23477","2347",NA,"Securitização de Recebíveis","2014-01-28","2014-09-04","LOGOS COMPANHIA SECURITIZADORA S/A","Privado",12,"Securitização de recebíveis, que comporta aquisição, securitização, emissão, negociação e prestação de serviços relacionados a créditos imobiliários e de agronegócios passíveis de securitização."
"20.445.827/0001-16",2017-01-01,"23752","23752","2375",NA,"Securitização de Recebíveis","2014-01-31","2015-11-11","SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade de securitização."
"19.726.048/0001-00",2023-01-01,"23892","23892","2389",NA,"Serviços Transporte e Logística","2014-01-31","2016-03-18","CONCESSIONÁRIA BR-040 S.A.","Privado Holding",12,"Exploração do pedágio, operação, manutenção e exploração dos trechos rodoviários da BR-040/DF/GO/MG."
"19.853.511/0001-84",2021-01-01,"24384","24384","2438","GNDI","Emp. Adm. Part. - Serviços médicos","2014-02-18","2018-04-19","Notre Dame Intermédica Participações S.A.","Privado",12,"Prestação de serviços de assistência à saúde e odontológica."
"19.796.586/0001-70",2023-01-01,"26085","26085","2608","BRIT","Emp. Adm. Part. - Telecomunicações","2014-02-19","2021-07-27","BRISANET PARTICIPAÇÕES S.A.","Privado",12,"Participação em sociedades cujas atividades estejam relacionadas a serviços de telecomunicações e tecnologia"
"20.451.953/0001-83",2023-01-01,"23760","23760","2376",NA,"Securitização de Recebíveis","2014-03-27","2022-06-01","BLUM COMPANHIA DE SECURITIZAÇÃO DE CRÉDITOS S.A","Privado",12,"Securitizadora de Créditos"
"20.247.322/0001-47",2023-01-01,"25330","25330","2533","ALLD","Comércio (Atacado e Varejo)","2014-04-10","2020-11-25","ALLIED TECNOLOGIA S.A.","Privado",12,"Desenvolvimento e licenciamento de plataformas digitais para comercialização de serviços de tecnologia, além de soluções logísticas e de distribuição de produtos."
"20.258.278/0001-70",2023-01-01,"23507","23507","2350","OFSA","Emp. Adm. Part. - Comércio (Atacado e Varejo)","2014-04-10","2014-10-17","OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","Privado",12,"Participação em outras sociedades que execerçam atividades de desenvolvimento, fabricação e comercialização de produtos destinados ao setor de saúde animal."
"20.646.442/0001-17",2020-01-01,"24040","24040","2404",NA,"Securitização de Recebíveis","2014-05-15","2016-10-07","GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A.","Privado",12,"Aquisição, securitização, emissão e colocação de ativos financeiros."
"20.512.706/0001-40",2023-01-01,"27057","27057","2705",NA,"Educação","2014-06-26","2023-01-05","VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.","Privado",12,"A Companhia atua na participação no capital de outras sociedades, no desenvolvimento de atividades relacionadas à educação na realização de congressos educacionais e na comercialização de livros."
"20.514.555/0001-69",2023-01-01,"26670","26670","2667",NA,"Energia Elétrica","2014-06-27","2022-03-21","Argo VI Transmissão de Energia S.A.","Privado Holding",12,"Transmissão de energia elétrica"
"20.514.590/0001-88",2023-01-01,"26662","26662","2666",NA,"Energia Elétrica","2014-06-27","2022-03-21","Argo V Transmissão de Energia S.A.","Privado Holding",12,"Transmissão de energia elétrica"
"20.553.221/0001-02",2021-01-01,"26573","26573","2657",NA,"Comércio (Atacado e Varejo)","2014-07-02","2022-01-03","TROCAFONE S.A.","Privado",12,"A Companhia atua na compra e venda de aparelhos eletrônicos novos e seminovos, através de canais próprios e de terceiros."
"21.110.778/0001-23",2023-01-01,"26417","26417","2641",NA,"Intermediação Financeira","2014-09-03","2021-11-29","OLIVEIRA TRUST S.A.","Privado",12,"Participação em sociedades empresariais e não empresariais que desenvolvam atividades fins ou de suporte relacionadas a serviços fiduciários ou correlatas."
"21.331.849/0001-18",2022-01-01,"26972","26972","2697",NA,"Emp. Adm. Part. - Intermediação Financeira","2014-09-26","2022-10-11","Credgrid Serviços Financeiros S.A.","Privado",12,""
"21.314.559/0001-66",2023-01-01,"23825","23825","2382","MOVI","Serviços Transporte e Logística","2014-10-01","2016-01-29","MOVIDA PARTICIPACOES SA","Privado Holding",12,"Aluguel de carros e gestão de frotas"
"21.262.638/0001-70",2022-01-01,"23701","23701","2370",NA,"Emp. Adm. Part. - Sem Setor Principal","2014-10-02","2015-09-08","ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A","Privado Holding",12,"A Companhia tem por objeto social a participação, como sócia, sócia-quotista ou acionista, no capital de outras sociedades empresárias, no país e no exterior, qualquer que seja o objeto social."
"21.240.146/0001-84",2023-01-01,"25658","25658","2565","AGXY","Comércio (Atacado e Varejo)","2014-10-02","2021-03-19","Agrogalaxy Participações S.A.","Privado",12,"Comércio de insumos agrícolas (fertilizantes, defensivos biológicos, inoculantes e sementes) e de grãos"
"21.414.457/0001-12",2023-01-01,"23558","23558","2355",NA,"Securitização de Recebíveis","2014-10-15","2015-02-03","LEADS CIA. SECURITIZADORA","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e doagronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"21.610.416/0001-00",2022-01-01,"23566","23566","2356",NA,"Securitização de Recebíveis","2014-10-29","2015-03-06","FORTUNATO SECURITIZADORA S/A","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e doagronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"21.389.501/0001-81",2023-01-01,"25127","25127","2512","PASS","Emp. Adm. Part. - Saneamento, Serv. Água e Gás","2014-11-12","2020-09-28","Compass Gás e Energia S.A.","Privado",12,"Holding de empresas do setor de gás combustível ou de subprodutos e derivados, bem como de água e energia elétrica."
"21.903.297/0001-75",2019-01-01,"23876","23876","2387",NA,"Securitização de Recebíveis","2014-12-15","2016-02-24","GPR - PINHEIRO & RINALDO CAPITAL S/A","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"21.987.041/0001-93",2016-01-01,"23663","23663","2366",NA,"Emp. Adm. Part. - Sem Setor Principal","2014-12-29","2015-07-23","FOXFIELD PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Participação em outras sociedades, como sócia ou acionista, ou em consórcio, no País ou no exterior."
"21.987.053/0001-18",2016-01-01,"23655","23655","2365",NA,"Emp. Adm. Part. - Sem Setor Principal","2014-12-29","2015-07-23","FOURSTONES PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Participação em outras sociedades, como sócia ou acionista, ou em consórcio, no País ou no exterior."
"21.987.068/0001-86",2016-01-01,"23647","23647","2364",NA,"Emp. Adm. Part. - Sem Setor Principal","2014-12-29","2015-07-23","FRIESTON PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,"Participação em outras sociedades, como sócia ou acionista, ou em consórcio, no País ou no exterior."
"21.987.030/0001-03",2019-01-01,"23639","23639","2363",NA,"Emp. Adm. Part. - Sem Setor Principal","2014-12-29","2015-07-10","FINSBURY PARTICIPAÇÕES S.A.","Estrangeiro Holding",12,""
"21.728.500/0001-14",2019-01-01,"24163","24163","2416","PACF","Emp. Adm. Part. - Sem Setor Principal","2015-01-08","2017-07-07","PACIFIC RDSL PARTICIPAÇÕES S.A.","Privado Holding",3,"Holdings de Intituições não-financeiras"
"21.728.083/0001-00",2023-01-01,"26654","26654","2665",NA,"Energia Elétrica","2015-01-22","2022-03-21","Argo VII Transmissão de Energia S.A.","Privado Holding",12,"Transmissão de energia elétrica"
"22.131.736/0001-31",2016-01-01,"23787","23787","2378",NA,"Emp. Adm. Part. - Energia Elétrica","2015-01-26","2015-12-08","RR Casa de Investimentos e Participações S.A.","Privado",12,"Participação em outras sociedades, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista."
"21.976.484/0001-89",2022-01-01,"24538","24538","2453",NA,"Securitização de Recebíveis","2015-02-02","2018-09-17","RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","Privado",12,"Aquisição, securitização, emissão e colocação de ativos financeiros."
"21.948.105/0001-47",2023-01-01,"23850","23850","2385",NA,"Emp. Adm. Part. - Sem Setor Principal","2015-02-02","2016-02-19","BTGI QUARTZO PARTICIPAÇÕES S/A","Privado Holding",12,"Participações em outras socidades, simples ou empresárias, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista."
"21.976.510/0001-79",2023-01-01,"23841","23841","2384",NA,"Emp. Adm. Part. - Sem Setor Principal","2015-02-02","2016-02-19","BTGI SAFIRA PARTICIPAÇÕES S/A","Privado Holding",12,"Participação em outras sociedades, simples ou empresárias, nacionais ou estrangeiras, na qualidade sócia, acionista ou quotista"
"22.163.297/0001-49",2023-01-01,"24139","24139","2413",NA,"Serviços Transporte e Logística","2015-03-24","2017-05-25","CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE","Privado",12,"Concessão e Exploração de Rodovias"
"22.495.265/0001-40",2022-01-01,"23698","23698","2369",NA,"Securitização de Recebíveis","2015-04-15","2015-08-17","SENECA COMPANHIA SECURITIZADORA","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"22.543.331/0001-00",2023-01-01,"23795","23795","2379","CXSE","Emp. Adm. Part. - Seguradoras e Corretoras","2015-05-21","2015-12-17","CAIXA SEGURIDADE PARTICIPAÇÕES S.A.","Estatal",12,"Participar, direta ou indiretamente, do capital de outras sociedades relacionadas a seguridade e corretagem de seguros."
"23.096.269/0001-19",2023-01-01,"25623","25623","2562",NA,"Energia Elétrica","2015-06-26","2021-03-02","Rio Parana Energia S.A.","Privado",12,"Geração, distribuição, transmissão e a comercialização de energia elétrica."
"22.983.283/0001-71",2020-01-01,"23949","23949","2394",NA,"Securitização de Recebíveis","2015-06-30","2016-06-27","COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO","Estatal",12,"Aquisição de direitos creditórios e estruturação e implementação de operações que envolvam a emissão de valores mobiliários, tais como debêntures, de emissão pública ou privada."
"23.043.212/0001-51",2018-01-01,"23914","23914","2391",NA,"Securitização de Recebíveis","2015-07-16","2016-04-29","COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC","Estatal",12,"Estruturação e implementação de operações que envolvam a emissão e distribuição de valores mobiliários ou outra forma de obtenção de recursos junto ao mercado de capitais."
"22.902.694/0001-95",2022-01-01,"26794","26794","2679",NA,"Emp. Adm. Part. - Brinquedos e Lazer","2015-07-22","2022-05-13","Self It Academias Holding S.A.","Privado",12,"Atividades de Condicionamento Físico. Holdings de Instituições Não-Financeiras. Comércio Varejista de Artigos Esportivos. Gestão de Ativos Intangíveis Não Financeiros."
"23.373.000/0001-32",2023-01-01,"24716","24716","2471","VAMO","Emp. Adm. Part. - Serviços Transporte e Logística","2015-09-21","2019-04-30","VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.","Privado",12,"Locação de caminhões, máquinas e equipamentos pesados e a prestação de serviços de manutenção de frota, tanto preventiva, quanto corretiva."
"23.438.929/0001-00",2023-01-01,"25194","25194","2519",NA,"Emp. Adm. Part. - Telecomunicações","2015-10-08","2020-10-14","TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.","Privado",12,"Participação em outras sociedades, como sócia ou acionista, no país ou no exterior."
"23.864.409/0001-51",2022-01-01,"26689","26689","2668",NA,"Emp. Adm. Part. - Sem Setor Principal","2015-12-18","2022-03-23","HOLDING VERZANI E SANDRINI S.A.","Privado",12,"(a) a administração de bens próprios ou de terceiros (b) a compra e venda de imóveis próprios e (c) a participação em outras sociedades nacionais ou estrangeiras, como sócia ou acionistas."
"24.170.211/0001-30",2018-01-01,"24503","24503","2450",NA,"Emp. Adm. Part. - Energia Elétrica","2016-01-13","2018-08-14","AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","Privado",12,"Part. em outras sociedades, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista cujo objeto inclua atividades relacionadas ao setor de energia elétrica e serviços correlatos."
"24.230.275/0001-80",2023-01-01,"25070","25070","2507","PLPL","Construção Civil, Mat. Constr. e Decoração","2016-01-13","2020-09-04","Plano & Plano Desenvolvimento Imobiliário S.A.","Privado",12,"(i) incorporação, construção e comercialização de empreendimentos imobiliários (ii) locação de imóveis próprios (iii) administração de carteira de recebíveis de financiamentos, empréstimos imobiliár"
"24.396.489/0001-20",2023-01-01,"24830","24830","2483",NA,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás","2016-01-28","2019-10-22","BRK AMBIENTAL PARTICIPAÇÕES S.A.","Privado",12,"Explorar e participar de sociades que explorem serviços públicos de abastecimento de água potável e esgotamento sanitário."
"24.241.659/0001-06",2021-01-01,"24309","24309","2430",NA,"Construção Civil, Mat. Constr. e Decoração","2016-02-23","2021-06-08","VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A","Privado",12,""
"24.410.913/0001-44",2023-01-01,"80209","80209","8020","NUBR","Bancos","2016-02-26","2021-12-08","NU HOLDINGS LTD.","Estrangeiro Holding",12,"Holding de instituições financeiras"
"24.410.913/0001-44",2023-01-01,"80209","80209","8020","ROXO","Bancos","2016-02-26","2021-12-08","NU HOLDINGS LTD.","Estrangeiro Holding",12,"Holding de instituições financeiras"
